Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Promo_Intensity,Customer_Footfall,Stockout_Rate,Competitor_Count,Store_Type,Region,Holiday_Score,Date_2024
21,2024-07-23,765823.48,0,87.17,2.608,210.8921319,8.099,0.07,7311,0.23,3,B,West,1,2024-07-23
21,2024-07-30,715876.27,0,83.59,2.64,211.0264684,8.099,0.94,7196,0.16,0,C,East,1,2024-07-30
21,2024-08-06,739279.19,0,90.3,2.627,211.1608049,8.099,0.51,7400,0.47,4,B,West,4,2024-08-06
21,2024-08-13,793589.18,0,89.65,2.692,211.2951413,8.099,0.41,3387,0.42,6,C,West,2,2024-08-13
21,2024-08-20,848873.28,0,89.58,2.664,211.2596586,8.099,0.81,6274,0.42,0,B,North,0,2024-08-20
21,2024-08-27,855882.57,0,86.2,2.619,211.2241759,8.099,0.84,4285,0.26,1,C,East,2,2024-08-27
21,2024-09-03,727772.8,0,82.57,2.577,211.1886931,8.099,0.33,5206,0.39,8,C,West,2,2024-09-03
21,2024-09-10,674055.81,1,79.3,2.565,211.1532104,8.099,0.69,4924,0.09,4,A,East,5,2024-09-10
21,2024-09-17,684340.86,0,83.03,2.582,211.1806415,8.099,0.77,2279,0.29,6,A,East,4,2024-09-17
21,2024-09-24,671688.06,0,80.79,2.624,211.2552578,8.099,0.65,7138,0.49,1,B,South,2,2024-09-24
21,2024-10-01,677158.39,0,70.28,2.603,211.3298742,8.163,0.15,3618,0.15,6,B,South,3,2024-10-01
21,2024-10-08,680579.49,0,65.76,2.633,211.4044906,8.163,0.88,4787,0.4,6,C,North,3,2024-10-08
21,2024-10-15,693412.05,0,68.61,2.72,211.4713286,8.163,0.54,2370,0.25,6,A,East,0,2024-10-15
21,2024-10-22,710668.45,0,70.72,2.725,211.5187208,8.163,0.28,7896,0.02,4,C,South,3,2024-10-22
21,2024-10-29,731756.65,0,67.51,2.716,211.5661131,8.163,0.43,5183,0.38,8,A,West,4,2024-10-29
21,2024-11-05,719888.76,0,58.71,2.689,211.6135053,8.163,0.04,5834,0.08,1,A,West,1,2024-11-05
21,2024-11-12,735796.38,0,60.95,2.728,211.6608975,8.163,0.13,3703,0.32,3,C,North,4,2024-11-12
21,2024-11-19,756288.89,0,51.71,2.771,211.5470304,8.163,0.77,4268,0.04,1,A,West,0,2024-11-19
21,2024-11-26,1245628.61,1,62.96,2.735,211.4062867,8.163,0.0,2303,0.47,7,B,East,7,2024-11-26
21,2024-12-03,829210.73,0,50.43,2.708,211.265543,8.163,0.42,5774,0.15,10,A,West,3,2024-12-03
21,2024-12-10,943891.64,0,46.35,2.843,211.1247993,8.163,0.52,3348,0.11,0,C,North,2,2024-12-10
21,2024-12-17,1147556.83,0,48.63,2.869,211.0645458,8.163,0.05,7556,0.06,8,B,North,3,2024-12-17
21,2024-12-24,1587257.78,0,51.29,2.886,211.0646599,8.163,0.97,7289,0.47,4,C,West,4,2024-12-24
21,2024-12-31,672903.23,1,47.19,2.943,211.064774,8.163,0.23,4422,0.36,10,B,East,10,2024-12-31
21,2024-01-07,629152.06,0,44.24,2.976,211.0648881,8.028,0.3,5628,0.37,2,B,South,0,2024-01-07
21,2024-01-14,650789.13,0,34.14,2.983,211.1176713,8.028,0.3,4428,0.25,10,A,East,2,2024-01-14
21,2024-01-21,663941.73,0,42.72,3.016,211.4864691,8.028,0.23,5033,0.24,3,A,East,2,2024-01-21
21,2024-01-28,649878.29,0,44.04,3.01,211.8552668,8.028,0.0,2668,0.06,0,B,East,1,2024-01-28
21,2024-02-04,596218.24,0,36.33,2.989,212.2240646,8.028,0.73,2499,0.28,2,B,West,1,2024-02-04
21,2024-02-11,771908.51,1,34.61,3.022,212.5928624,8.028,0.97,3414,0.12,10,A,South,6,2024-02-11
21,2024-02-18,884701.92,0,59.87,3.045,212.9033115,8.028,0.22,7668,0.49,7,A,East,0,2024-02-18
21,2024-02-25,768313.85,0,61.27,3.065,213.190421,8.028,0.66,2529,0.4,1,A,South,4,2024-02-25
21,2024-03-04,796277.72,0,59.52,3.288,213.4775305,8.028,0.74,5621,0.21,1,B,North,5,2024-03-04
21,2024-03-11,763479.9,0,54.69,3.459,213.7646401,8.028,0.85,5456,0.08,8,A,South,2,2024-03-11
21,2024-03-18,793569.0,0,63.26,3.488,214.0156238,8.028,0.42,7315,0.39,4,A,West,2,2024-03-18
21,2024-03-25,753711.32,0,70.33,3.473,214.2521573,8.028,0.3,2754,0.06,4,A,North,4,2024-03-25
21,2024-04-01,732056.37,0,56.36,3.524,214.4886908,7.931,0.33,4347,0.09,0,C,North,2,2024-04-01
21,2024-04-08,744782.89,0,68.62,3.622,214.7252242,7.931,0.71,6910,0.11,5,A,East,1,2024-04-08
21,2024-04-15,768390.05,0,71.01,3.743,214.9420631,7.931,0.82,2726,0.28,7,C,South,2,2024-04-15
21,2024-04-22,801302.01,0,70.79,3.807,215.1096657,7.931,0.18,6826,0.39,5,B,North,1,2024-04-22
21,2024-04-29,783250.75,0,70.19,3.81,215.2772683,7.931,0.37,6923,0.16,6,B,North,3,2024-04-29
21,2024-05-06,718898.33,0,61.87,3.906,215.4448709,7.931,0.9,4649,0.04,3,A,South,0,2024-05-06
21,2024-05-13,754236.7,0,75.04,3.899,215.6124735,7.931,0.81,7427,0.23,1,B,South,0,2024-05-13
21,2024-05-20,744836.56,0,68.36,3.907,215.3834778,7.931,0.98,4046,0.37,0,A,North,2,2024-05-20
21,2024-05-27,744389.81,0,76.86,3.786,215.1544822,7.931,0.75,4815,0.11,5,A,North,0,2024-05-27
21,2024-06-03,773878.58,0,83.82,3.699,214.9254865,7.931,0.39,2874,0.11,8,C,South,5,2024-06-03
21,2024-06-10,794397.89,0,84.71,3.648,214.6964908,7.931,0.59,5279,0.47,9,B,West,3,2024-06-10
21,2024-06-17,823220.43,0,87.54,3.637,214.6513538,7.931,0.66,4984,0.48,4,A,South,2,2024-06-17
21,2024-06-24,771298.98,0,85.72,3.594,214.7441108,7.931,0.08,4178,0.5,1,B,West,1,2024-06-24
21,2024-07-01,784639.12,0,87.57,3.524,214.8368678,7.852,0.54,5807,0.4,0,B,North,3,2024-07-01
21,2024-07-08,734099.4,0,89.16,3.48,214.9296249,7.852,0.71,7773,0.09,2,B,East,5,2024-07-08
21,2024-07-15,728311.15,0,91.05,3.575,215.0134426,7.852,0.17,2607,0.11,3,B,South,3,2024-07-15
21,2024-07-22,784490.67,0,90.27,3.651,215.0749122,7.852,0.78,7573,0.17,6,A,North,0,2024-07-22
21,2024-07-29,751167.12,0,91.56,3.682,215.1363819,7.852,0.58,2634,0.16,8,A,North,5,2024-07-29
21,2024-08-05,783614.89,0,94.22,3.684,215.1978515,7.852,0.95,7305,0.48,7,B,East,1,2024-08-05
21,2024-08-12,776933.37,0,92.32,3.638,215.2593211,7.852,0.04,6579,0.39,8,B,South,4,2024-08-12
21,2024-08-19,855546.5,0,90.11,3.554,215.3229307,7.852,0.27,4727,0.36,6,B,North,3,2024-08-19
21,2024-08-26,821127.53,0,92.07,3.523,215.386897,7.852,0.6,3074,0.09,9,B,West,0,2024-08-26
21,2024-09-02,705557.8,0,91.94,3.533,215.4508632,7.852,0.3,3914,0.45,7,B,East,3,2024-09-02
21,2024-09-09,653989.65,1,78.87,3.546,215.5148295,7.852,0.71,2588,0.41,7,B,West,9,2024-09-09
21,2024-09-16,653525.84,0,80.62,3.526,215.6944378,7.852,0.76,5231,0.08,0,C,South,1,2024-09-16
21,2024-09-23,681913.29,0,75.68,3.467,216.0282356,7.852,0.1,4304,0.44,8,A,West,2,2024-09-23
21,2024-09-30,651970.48,0,78.91,3.355,216.3620333,7.852,0.51,7324,0.14,1,B,East,4,2024-09-30
21,2024-10-07,663452.46,0,71.64,3.285,216.6958311,7.441,0.51,5838,0.04,10,C,North,4,2024-10-07
21,2024-10-14,671379.44,0,69.79,3.274,217.0048261,7.441,0.37,3973,0.33,6,B,East,0,2024-10-14
21,2024-10-21,729036.06,0,65.16,3.353,217.1650042,7.441,0.93,7044,0.33,9,B,North,4,2024-10-21
21,2024-10-28,738812.0,0,65.46,3.372,217.3251824,7.441,0.83,4055,0.05,9,A,North,1,2024-10-28
21,2024-11-04,767358.37,0,56.01,3.332,217.4853605,7.441,0.7,5480,0.16,4,C,West,4,2024-11-04
21,2024-11-11,757369.87,0,59.8,3.297,217.6455387,7.441,0.71,4079,0.5,3,B,East,0,2024-11-11
21,2024-11-18,737014.09,0,61.9,3.308,217.8670218,7.441,0.46,7837,0.34,0,B,East,3,2024-11-18
21,2024-11-25,1219263.4,1,56.43,3.236,218.1130269,7.441,0.92,5052,0.37,0,A,North,8,2024-11-25
21,2024-12-02,793184.25,0,48.72,3.172,218.3590319,7.441,0.69,6482,0.11,2,A,East,4,2024-12-02
21,2024-12-09,897747.13,0,41.44,3.158,218.605037,7.441,0.73,3251,0.04,0,B,South,1,2024-12-09
21,2024-12-16,1027584.51,0,50.56,3.159,218.8217928,7.441,0.86,7886,0.14,7,A,South,1,2024-12-16
21,2024-12-23,1384552.17,0,46.54,3.112,218.9995495,7.441,0.27,7594,0.12,2,C,West,3,2024-12-23
21,2024-12-30,804362.36,1,45.16,3.129,219.1773063,7.441,0.81,5795,0.12,10,C,West,8,2024-12-30
21,2024-01-06,640181.86,0,48.1,3.157,219.355063,7.057,0.2,5822,0.1,9,B,East,5,2024-01-06
21,2024-01-13,631181.25,0,45.0,3.261,219.5328198,7.057,0.35,6302,0.29,1,A,West,2,2024-01-13
21,2024-01-20,651178.2,0,52.21,3.268,219.6258417,7.057,0.34,5389,0.16,5,A,East,4,2024-01-20
21,2024-01-27,611258.71,0,50.79,3.29,219.7188636,7.057,0.98,7914,0.41,3,B,West,1,2024-01-27
21,2024-02-03,680725.43,0,55.83,3.36,219.8118854,7.057,0.86,3780,0.09,10,A,South,2,2024-02-03
21,2024-02-10,770652.79,1,46.52,3.409,219.9049073,7.057,0.7,4604,0.23,10,B,North,5,2024-02-10
21,2024-02-17,834663.52,0,45.03,3.51,220.0651993,7.057,0.73,5688,0.01,3,A,North,4,2024-02-17
21,2024-02-24,747099.07,0,54.81,3.555,220.275944,7.057,0.56,6888,0.24,1,B,South,2,2024-02-24
21,2024-03-02,764385.4,0,59.3,3.63,220.4866886,7.057,0.95,3724,0.03,1,C,North,1,2024-03-02
21,2024-03-09,755084.4,0,57.16,3.669,220.6974332,7.057,0.5,7101,0.49,10,B,East,3,2024-03-09
21,2024-03-16,767338.32,0,63.39,3.734,220.8498468,7.057,0.38,4784,0.4,5,C,East,5,2024-03-16
21,2024-03-23,729759.97,0,62.96,3.787,220.9244858,7.057,0.16,7037,0.25,4,B,South,4,2024-03-23
21,2024-03-30,724798.76,0,67.87,3.845,220.9991248,7.057,0.79,7261,0.04,8,B,South,0,2024-03-30
21,2024-04-06,761956.58,0,69.02,3.891,221.0737638,6.891,0.73,5719,0.3,3,B,South,0,2024-04-06
21,2024-04-13,769319.04,0,69.03,3.891,221.1484028,6.891,0.38,3677,0.38,4,A,South,0,2024-04-13
21,2024-04-20,734858.91,0,66.97,3.877,221.2021074,6.891,0.03,2448,0.1,0,C,North,3,2024-04-20
21,2024-04-27,674829.58,0,69.21,3.814,221.255812,6.891,0.84,6687,0.28,1,B,North,5,2024-04-27
21,2024-05-04,697645.32,0,77.53,3.749,221.3095166,6.891,0.01,2081,0.41,2,B,North,4,2024-05-04
21,2024-05-11,649945.54,0,74.14,3.688,221.3632212,6.891,0.7,3406,0.38,4,B,East,1,2024-05-11
21,2024-05-18,700554.16,0,72.42,3.63,221.380331,6.891,0.97,3480,0.4,4,A,West,1,2024-05-18
21,2024-05-25,722891.24,0,79.49,3.561,221.3828029,6.891,0.44,3079,0.44,3,C,East,5,2024-05-25
21,2024-06-01,695439.83,0,79.24,3.501,221.3852748,6.891,0.23,5598,0.47,9,A,West,3,2024-06-01
21,2024-06-08,707895.72,0,79.47,3.452,221.3877467,6.891,0.7,6514,0.2,2,C,South,5,2024-06-08
21,2024-06-15,727049.04,0,81.51,3.393,221.4009901,6.891,0.82,6183,0.28,8,A,South,4,2024-06-15
21,2024-06-22,735870.0,0,81.78,3.346,221.4411622,6.891,0.55,5680,0.4,0,B,North,2,2024-06-22
21,2024-06-29,716341.39,0,88.05,3.286,221.4813343,6.891,0.97,4703,0.35,5,B,North,2,2024-06-29
21,2024-07-06,693013.59,0,85.26,3.227,221.5215064,6.565,0.05,6310,0.5,6,C,West,4,2024-07-06
21,2024-07-13,668132.36,0,82.51,3.256,221.5616784,6.565,0.5,5756,0.01,9,C,West,4,2024-07-13
21,2024-07-20,691200.33,0,84.25,3.311,221.5701123,6.565,0.72,3758,0.18,3,C,North,1,2024-07-20
21,2024-07-27,677789.14,0,88.09,3.407,221.5785461,6.565,0.86,4599,0.14,9,B,South,3,2024-07-27
21,2024-08-03,693785.85,0,91.57,3.417,221.5869799,6.565,0.18,7616,0.13,2,A,North,3,2024-08-03
21,2024-08-10,700272.01,0,89.57,3.494,221.5954138,6.565,0.8,7813,0.11,7,B,South,5,2024-08-10
21,2024-08-17,751963.81,0,85.55,3.571,221.6751459,6.565,0.55,4550,0.35,8,B,South,1,2024-08-17
21,2024-08-24,802003.61,0,77.72,3.62,221.8083518,6.565,0.4,5853,0.04,0,B,East,0,2024-08-24
21,2024-08-31,763867.59,0,83.58,3.638,221.9415576,6.565,0.13,4746,0.37,10,B,East,2,2024-08-31
21,2024-09-07,642827.29,1,88.4,3.73,222.0747635,6.565,0.87,4292,0.35,9,B,West,8,2024-09-07
21,2024-09-14,628494.63,0,76.1,3.717,222.2174395,6.565,0.16,3501,0.13,8,B,South,5,2024-09-14
21,2024-09-21,667151.46,0,71.54,3.721,222.4169362,6.565,0.31,6404,0.13,6,C,North,2,2024-09-21
21,2024-09-28,647097.65,0,80.38,3.666,222.6164329,6.565,0.29,2230,0.31,0,C,South,2,2024-09-28
21,2024-10-05,651768.91,0,70.28,3.617,222.8159296,6.17,0.87,6250,0.38,6,B,West,5,2024-10-05
21,2024-10-12,653043.44,0,61.53,3.601,223.0154263,6.17,0.67,3198,0.44,4,B,South,3,2024-10-12
21,2024-10-19,641368.14,0,68.52,3.594,223.0598077,6.17,0.8,2114,0.43,9,B,South,1,2024-10-19
21,2024-10-26,675202.87,0,70.5,3.506,223.0783366,6.17,0.25,3413,0.48,6,A,West,0,2024-10-26
22,2024-02-05,1033017.37,0,24.36,2.788,135.3524608,8.283,0.62,6406,0.29,8,A,South,0,2024-02-05
22,2024-02-12,1022571.25,1,28.14,2.771,135.4113076,8.283,0.57,2992,0.45,7,A,East,6,2024-02-12
22,2024-02-19,988467.61,0,31.96,2.747,135.4657781,8.283,0.83,4347,0.4,5,A,West,5,2024-02-19
22,2024-02-26,899761.48,0,35.98,2.753,135.5195191,8.283,0.91,3041,0.45,1,A,East,1,2024-02-26
22,2024-03-05,1009201.24,0,36.82,2.766,135.5732602,8.283,0.01,2011,0.01,7,C,West,2,2024-03-05
22,2024-03-12,967187.37,0,43.43,2.805,135.6270013,8.283,0.67,7523,0.48,3,B,South,1,2024-03-12
22,2024-03-19,966145.09,0,46.03,2.834,135.6682247,8.283,0.05,5676,0.24,7,B,East,1,2024-03-19
22,2024-03-26,1012075.12,0,48.56,2.831,135.7073618,8.283,0.55,6825,0.4,6,B,East,4,2024-03-26
22,2024-04-02,1177340.99,0,44.96,2.826,135.7464988,8.348,0.29,7397,0.06,3,B,North,4,2024-04-02
22,2024-04-09,1033171.07,0,57.06,2.849,135.7856359,8.348,0.31,7472,0.2,7,A,East,2,2024-04-09
22,2024-04-16,1000968.67,0,51.14,2.885,135.82725,8.348,0.35,5065,0.14,10,A,East,3,2024-04-16
22,2024-04-23,969594.47,0,51.04,2.895,135.8721667,8.348,0.62,4036,0.15,10,C,South,0,2024-04-23
22,2024-04-30,977683.06,0,50.96,2.935,135.9170833,8.348,0.33,5046,0.06,10,B,East,4,2024-04-30
22,2024-05-07,1052973.28,0,63.81,2.981,135.962,8.348,0.73,4350,0.4,1,B,East,2,2024-05-07
22,2024-05-14,973585.33,0,50.99,2.983,136.010394,8.348,0.4,2540,0.0,8,B,East,5,2024-05-14
22,2024-05-21,979977.89,0,59.99,2.961,136.0796521,8.348,0.07,4860,0.16,5,A,South,1,2024-05-21
22,2024-05-28,1103740.4,0,65.64,2.906,136.1489101,8.348,0.78,2076,0.09,6,B,West,4,2024-05-28
22,2024-06-04,1095539.13,0,69.49,2.857,136.2181682,8.348,0.29,5067,0.29,9,B,South,1,2024-06-04
22,2024-06-11,1061196.47,0,65.01,2.83,136.2874263,8.348,0.43,2023,0.13,0,B,East,1,2024-06-11
22,2024-06-18,1052895.25,0,67.13,2.805,136.3243393,8.348,0.69,7134,0.13,2,A,West,4,2024-06-18
22,2024-06-25,1095020.33,0,74.37,2.81,136.3483143,8.348,0.33,2675,0.24,9,C,South,2,2024-06-25
22,2024-07-02,1120259.71,0,72.88,2.815,136.3722893,8.433,0.06,4394,0.33,4,B,South,5,2024-07-02
22,2024-07-09,1092654.26,0,79.22,2.806,136.3962643,8.433,0.37,6267,0.06,6,B,West,0,2024-07-09
22,2024-07-16,988392.99,0,76.3,2.796,136.4179827,8.433,0.94,7988,0.09,0,B,North,2,2024-07-16
22,2024-07-23,974123.2,0,76.91,2.784,136.4366924,8.433,0.64,5398,0.12,8,B,East,3,2024-07-23
22,2024-07-30,970773.64,0,76.35,2.792,136.4554021,8.433,0.67,4759,0.49,4,B,North,3,2024-07-30
22,2024-08-06,1010326.14,0,74.37,2.792,136.4741118,8.433,0.63,2488,0.2,2,A,East,0,2024-08-06
22,2024-08-13,993097.43,0,74.75,2.81,136.4928214,8.433,0.2,3485,0.3,6,B,East,5,2024-08-13
22,2024-08-20,1017045.44,0,73.21,2.796,136.5249182,8.433,0.42,5659,0.12,9,A,North,3,2024-08-20
22,2024-08-27,1081420.96,0,68.99,2.77,136.557015,8.433,0.75,5235,0.25,7,A,North,1,2024-08-27
22,2024-09-03,1074535.88,0,75.85,2.735,136.5891118,8.433,0.1,4419,0.04,9,A,East,3,2024-09-03
22,2024-09-10,924174.4,1,68.6,2.717,136.6212085,8.433,0.28,5495,0.02,9,B,West,10,2024-09-10
22,2024-09-17,918285.97,0,62.49,2.716,136.6338071,8.433,0.28,2756,0.23,2,A,West,1,2024-09-17
22,2024-09-24,902779.25,0,65.14,2.718,136.6317821,8.433,0.43,4524,0.2,6,A,North,2,2024-09-24
22,2024-10-01,905987.17,0,69.31,2.717,136.6297571,8.572,0.98,6250,0.07,6,B,North,5,2024-10-01
22,2024-10-08,1015051.62,0,56.32,2.776,136.6277321,8.572,0.07,2256,0.34,3,C,South,0,2024-10-08
22,2024-10-15,954401.46,0,55.23,2.878,136.6401935,8.572,0.52,3779,0.5,9,B,West,4,2024-10-15
22,2024-10-22,960998.52,0,50.24,2.919,136.688871,8.572,0.18,6769,0.2,8,C,West,4,2024-10-22
22,2024-10-29,1025766.27,0,57.73,2.938,136.7375484,8.572,0.97,4115,0.31,0,B,East,0,2024-10-29
22,2024-11-05,1006888.16,0,44.34,2.938,136.7862258,8.572,0.11,5348,0.48,0,B,South,3,2024-11-05
22,2024-11-12,1043698.64,0,44.42,2.961,136.8349032,8.572,0.4,6768,0.42,4,B,East,0,2024-11-12
22,2024-11-19,985896.44,0,48.62,3.03,136.7715714,8.572,0.74,3472,0.23,2,A,South,0,2024-11-19
22,2024-11-26,1564502.26,1,44.61,3.07,136.6895714,8.572,0.7,2258,0.37,9,A,West,6,2024-11-26
22,2024-12-03,1230514.58,0,39.42,3.065,136.6075714,8.572,0.42,6075,0.06,8,B,East,2,2024-12-03
22,2024-12-10,1367202.84,0,28.43,3.132,136.5255714,8.572,0.35,2306,0.26,4,A,South,5,2024-12-10
22,2024-12-17,1527682.99,0,30.46,3.139,136.5292811,8.572,0.4,3118,0.14,6,B,East,0,2024-12-17
22,2024-12-24,1962445.04,0,29.76,3.15,136.597273,8.572,0.26,5017,0.08,0,B,South,3,2024-12-24
22,2024-12-31,774262.28,1,28.49,3.177,136.665265,8.572,0.21,6341,0.21,1,A,North,9,2024-12-31
22,2024-01-07,873954.7,0,32.56,3.193,136.7332569,8.458,0.48,4780,0.07,10,C,East,0,2024-01-07
22,2024-01-14,807535.52,0,24.76,3.215,136.803477,8.458,0.27,3658,0.35,3,B,North,5,2024-01-14
22,2024-01-21,855001.02,0,26.8,3.232,136.8870657,8.458,0.29,2186,0.23,8,B,South,0,2024-01-21
22,2024-01-28,799369.15,0,20.61,3.243,136.9706544,8.458,0.66,3797,0.27,4,C,East,2,2024-01-28
22,2024-02-04,946060.98,0,26.39,3.24,137.0542431,8.458,0.97,2924,0.07,4,A,South,2,2024-02-04
22,2024-02-11,1009206.33,1,28.89,3.255,137.1378318,8.458,0.6,2784,0.07,8,B,South,6,2024-02-11
22,2024-02-18,975964.86,0,35.34,3.263,137.2511849,8.458,0.08,5444,0.29,7,B,North,2,2024-02-18
22,2024-02-25,911245.43,0,30.23,3.281,137.3764439,8.458,0.08,7691,0.49,1,B,East,5,2024-02-25
22,2024-03-04,997353.15,0,33.52,3.437,137.5017028,8.458,0.95,5196,0.05,6,C,West,4,2024-03-04
22,2024-03-11,944587.23,0,41.42,3.6,137.6269617,8.458,0.3,3360,0.14,0,B,South,0,2024-03-11
22,2024-03-18,926427.12,0,43.38,3.634,137.7398929,8.458,0.09,2340,0.43,9,A,North,3,2024-03-18
22,2024-03-25,933528.39,0,38.77,3.624,137.8478929,8.458,0.6,2562,0.04,10,A,West,2,2024-03-25
22,2024-04-01,951588.37,0,36.04,3.638,137.9558929,8.252,0.62,6746,0.44,10,B,North,4,2024-04-01
22,2024-04-08,969046.69,0,44.42,3.72,138.0638929,8.252,0.65,4999,0.26,8,B,North,2,2024-04-08
22,2024-04-15,1008557.04,0,48.88,3.823,138.1646952,8.252,0.27,3193,0.2,2,A,North,2,2024-04-15
22,2024-04-22,1152781.9,0,47.76,3.919,138.2475036,8.252,0.02,5110,0.15,1,B,South,1,2024-04-22
22,2024-04-29,926133.8,0,57.2,3.988,138.3303119,8.252,0.97,2068,0.15,3,B,West,0,2024-04-29
22,2024-05-06,1032076.06,0,53.63,4.078,138.4131202,8.252,0.25,7679,0.15,3,A,South,2,2024-05-06
22,2024-05-13,1001558.74,0,57.71,4.095,138.4959286,8.252,0.68,4428,0.44,2,C,South,3,2024-05-13
22,2024-05-20,970307.83,0,58.56,4.101,138.587106,8.252,0.71,7396,0.36,1,A,East,5,2024-05-20
22,2024-05-27,1021568.34,0,62.59,4.034,138.6782834,8.252,0.61,7218,0.33,4,A,West,1,2024-05-27
22,2024-06-03,1125169.92,0,70.09,3.973,138.7694608,8.252,0.31,7011,0.4,3,A,East,4,2024-06-03
22,2024-06-10,1060868.49,0,69.53,3.924,138.8606382,8.252,0.27,5598,0.13,4,C,North,4,2024-06-10
22,2024-06-17,1042454.61,0,63.97,3.873,139.0028333,8.252,0.6,4372,0.31,7,B,West,3,2024-06-17
22,2024-06-24,1012584.2,0,68.53,3.851,139.1832917,8.252,0.87,6556,0.23,10,A,West,3,2024-06-24
22,2024-07-01,1077491.68,0,70.8,3.815,139.36375,8.023,0.95,2843,0.39,1,B,South,5,2024-07-01
22,2024-07-08,1017050.65,0,74.22,3.784,139.5442083,8.023,0.11,2573,0.15,8,B,North,0,2024-07-08
22,2024-07-15,961953.57,0,75.2,3.827,139.7006325,8.023,0.15,6214,0.32,9,B,South,3,2024-07-15
22,2024-07-22,964683.8,0,77.79,3.882,139.7969712,8.023,0.94,4596,0.44,0,B,East,4,2024-07-22
22,2024-07-29,944958.69,0,75.32,3.898,139.8933099,8.023,0.74,6741,0.2,7,A,North,0,2024-07-29
22,2024-08-05,983232.96,0,75.33,3.903,139.9896486,8.023,0.88,3478,0.03,4,A,South,3,2024-08-05
22,2024-08-12,991779.2,0,74.69,3.88,140.0859873,8.023,0.2,4073,0.26,1,B,South,3,2024-08-12
22,2024-08-19,973004.91,0,71.3,3.82,140.1289205,8.023,0.59,3513,0.17,7,A,South,4,2024-08-19
22,2024-08-26,1181815.31,0,72.22,3.796,140.1629528,8.023,0.7,7127,0.34,4,C,North,0,2024-08-26
22,2024-09-02,912762.76,0,69.16,3.784,140.196985,8.023,0.68,2968,0.48,9,A,East,1,2024-09-02
22,2024-09-09,1004434.54,1,69.14,3.809,140.2310173,8.023,0.41,7635,0.24,9,B,West,8,2024-09-09
22,2024-09-16,937420.65,0,68.08,3.809,140.2735,8.023,0.02,4196,0.23,2,A,South,5,2024-09-16
22,2024-09-23,899834.75,0,62.36,3.758,140.32725,8.023,0.58,3511,0.33,6,C,North,0,2024-09-23
22,2024-09-30,953314.16,0,69.78,3.684,140.381,8.023,0.25,7144,0.05,3,A,West,3,2024-09-30
22,2024-10-07,993436.67,0,56.44,3.633,140.43475,7.706,0.45,2654,0.13,10,C,South,3,2024-10-07
22,2024-10-14,944337.32,0,62.63,3.583,140.4784194,7.706,0.96,4992,0.46,10,A,North,0,2024-10-14
22,2024-10-21,981567.22,0,59.3,3.618,140.4616048,7.706,0.4,6650,0.33,9,B,East,1,2024-10-21
22,2024-10-28,1099351.68,0,49.31,3.604,140.4447903,7.706,0.84,6520,0.01,5,B,South,5,2024-10-28
22,2024-11-04,1106575.59,0,42.81,3.586,140.4279758,7.706,0.19,2292,0.1,9,B,North,2,2024-11-04
22,2024-11-11,1051740.29,0,47.8,3.57,140.4111613,7.706,0.67,7304,0.34,7,A,South,4,2024-11-11
22,2024-11-18,1007579.44,0,50.62,3.571,140.4127857,7.706,0.98,4601,0.38,0,C,North,0,2024-11-18
22,2024-11-25,1535857.49,1,46.28,3.536,140.4217857,7.706,0.1,6526,0.42,1,A,East,9,2024-11-25
22,2024-12-02,1167621.14,0,49.11,3.501,140.4307857,7.706,0.01,6412,0.15,7,B,East,2,2024-12-02
22,2024-12-09,1308967.44,0,45.35,3.47,140.4397857,7.706,0.43,6493,0.47,6,B,North,4,2024-12-09
22,2024-12-16,1453153.33,0,39.11,3.445,140.4700795,7.706,0.09,7443,0.28,9,C,West,2,2024-12-16
22,2024-12-23,1863195.68,0,39.83,3.413,140.528765,7.706,0.75,3588,0.35,8,B,East,2,2024-12-23
22,2024-12-30,982661.14,1,36.28,3.402,140.5874505,7.706,0.91,2595,0.3,1,A,South,6,2024-12-30
22,2024-01-06,895358.2,0,34.61,3.439,140.6461359,7.503,0.43,4593,0.06,7,B,East,2,2024-01-06
22,2024-01-13,855437.57,0,39.0,3.523,140.7048214,7.503,0.26,4123,0.48,5,A,South,1,2024-01-13
22,2024-01-20,897027.44,0,29.16,3.542,140.8086118,7.503,0.43,3943,0.06,0,A,East,5,2024-01-20
22,2024-01-27,786459.23,0,35.68,3.568,140.9124021,7.503,0.72,2915,0.13,3,B,East,0,2024-01-27
22,2024-02-03,958487.75,0,40.58,3.633,141.0161924,7.503,0.01,5869,0.41,1,C,South,5,2024-02-03
22,2024-02-10,1034448.07,1,35.68,3.655,141.1199827,7.503,0.59,4794,0.31,6,C,East,10,2024-02-10
22,2024-02-17,1004749.41,0,36.25,3.703,141.2140357,7.503,0.61,7351,0.42,8,A,South,1,2024-02-17
22,2024-02-24,912958.95,0,39.0,3.751,141.3007857,7.503,0.64,5078,0.26,5,B,South,4,2024-02-24
22,2024-03-02,974866.65,0,37.47,3.827,141.3875357,7.503,0.24,2975,0.19,3,A,East,4,2024-03-02
22,2024-03-09,991127.01,0,41.72,3.876,141.4742857,7.503,0.71,3075,0.46,4,B,East,4,2024-03-09
22,2024-03-16,966780.01,0,46.06,3.867,141.55478,7.503,0.09,4989,0.02,10,A,South,2,2024-03-16
22,2024-03-23,992774.4,0,54.68,3.889,141.6269332,7.503,0.2,5467,0.43,0,B,North,2,2024-03-23
